epoch,accuracy,loss,val_accuracy,val_loss,val_zero_one_loss,zero_one_loss
0,0.6495521068572998,0.6876130104064941,0.620496392250061,0.7900888323783875,0.37950360774993896,0.3504478931427002
1,0.7453335523605347,0.5172021985054016,0.7057645916938782,0.5772698521614075,0.29423537850379944,0.2546664774417877
2,0.8075364232063293,0.4197481870651245,0.8194555640220642,0.4015199542045593,0.1805444359779358,0.19246359169483185
3,0.8505730032920837,0.33833566308021545,0.8516813516616821,0.335655152797699,0.14831864833831787,0.14942701160907745
4,0.8788970708847046,0.2804189622402191,0.8977181911468506,0.2494281530380249,0.10228182375431061,0.12110293656587601
5,0.8977130651473999,0.24086633324623108,0.9069255590438843,0.22484737634658813,0.09307445585727692,0.1022869423031807
6,0.9096232056617737,0.21476909518241882,0.872698187828064,0.29108351469039917,0.12730184197425842,0.09037681668996811
7,0.9236350655555725,0.18572184443473816,0.8825060129165649,0.2796144187450409,0.11749399453401566,0.0763649120926857
8,0.9297903180122375,0.16966426372528076,0.879503607749939,0.30198919773101807,0.12049639970064163,0.07020967453718185
9,0.9372466802597046,0.15474645793437958,0.9137309789657593,0.21286985278129578,0.08626901358366013,0.0627533420920372
10,0.9473552703857422,0.13395331799983978,0.9219375252723694,0.19864268600940704,0.07806245237588882,0.052644748240709305
11,0.9523094892501831,0.11757881194353104,0.9105284214019775,0.24647276103496552,0.08947157859802246,0.047690536826848984
12,0.9599159359931946,0.10282954573631287,0.916933536529541,0.24968019127845764,0.08306645601987839,0.04008407145738602
13,0.9644197821617126,0.09396753460168839,0.9209367632865906,0.23426160216331482,0.07906325161457062,0.03558024391531944
14,0.9679227471351624,0.08386359363794327,0.9335468411445618,0.20494183897972107,0.06645315885543823,0.03207726404070854
15,0.972126305103302,0.07558790594339371,0.9177342057228088,0.2544649541378021,0.08226580917835236,0.02787369303405285
16,0.9727268218994141,0.07392268627882004,0.9233386516571045,0.2577478587627411,0.07666132599115372,0.027273181825876236
17,0.976029634475708,0.0665682703256607,0.9277421832084656,0.23540587723255157,0.07225780934095383,0.02397037483751774
18,0.9769303798675537,0.06453325599431992,0.9413530826568604,0.2063615918159485,0.05864691734313965,0.023069608956575394
19,0.9796326756477356,0.053971853107213974,0.9261409044265747,0.22673270106315613,0.0738590881228447,0.02036731131374836
20,0.9804834127426147,0.05179784819483757,0.9299439787864685,0.25273004174232483,0.07005604356527328,0.019516589120030403
21,0.9831356406211853,0.045704688876867294,0.9365492463111877,0.24862633645534515,0.06345076113939285,0.016864335164427757
22,0.9844367504119873,0.044983673840761185,0.9239391684532166,0.2709416449069977,0.07606084644794464,0.015563229098916054
23,0.9853875637054443,0.03916594013571739,0.9397518038749695,0.26560837030410767,0.060248199850320816,0.014612420462071896
24,0.9827853441238403,0.04460440203547478,0.9283427000045776,0.30157214403152466,0.07165732234716415,0.017214631661772728
25,0.9859880805015564,0.03791949525475502,0.9381505250930786,0.2402694821357727,0.061849478632211685,0.014011910185217857
