epoch,accuracy,loss,val_accuracy,val_loss,val_zero_one_loss,zero_one_loss
0,0.653005063533783,0.677607536315918,0.6461169123649597,0.7223264575004578,0.35388311743736267,0.34699493646621704
1,0.7487364411354065,0.5082266926765442,0.7075660824775696,0.5550029277801514,0.2924339473247528,0.2512635886669159
2,0.8136916160583496,0.41189756989479065,0.6767414212226868,0.6351529359817505,0.3232586085796356,0.1863083690404892
3,0.8572787046432495,0.3289799690246582,0.8058446645736694,0.43099772930145264,0.19415532052516937,0.14272131025791168
4,0.8804984092712402,0.28052347898483276,0.7716172933578491,0.5465484857559204,0.22838270664215088,0.11950157582759857
5,0.8984136581420898,0.24224211275577545,0.8078462481498718,0.5060633420944214,0.1921537220478058,0.10158634930849075
6,0.9121753573417664,0.21158668398857117,0.7746196985244751,0.6378878355026245,0.2253803014755249,0.08782465010881424
7,0.9243356585502625,0.18991008400917053,0.9039231538772583,0.24157971143722534,0.0960768610239029,0.07566431164741516
8,0.9355452060699463,0.16848956048488617,0.8857085704803467,0.2621159255504608,0.11429142951965332,0.06445478647947311
9,0.9387979507446289,0.155796617269516,0.9187349677085876,0.21557319164276123,0.08126500993967056,0.061202023178339005
10,0.949457049369812,0.13088685274124146,0.9023218750953674,0.27379199862480164,0.09767813980579376,0.050542961806058884
11,0.9555121660232544,0.11572358757257462,0.8474779725074768,0.5344700217247009,0.152522012591362,0.04448781535029411
12,0.9596156477928162,0.10424426943063736,0.9157325625419617,0.23097945749759674,0.08426741510629654,0.04038432613015175
13,0.9655707478523254,0.09602217376232147,0.9291433095932007,0.20583710074424744,0.07085668295621872,0.034429263323545456
14,0.9697743058204651,0.08361414819955826,0.9239391684532166,0.21841943264007568,0.07606084644794464,0.030225692316889763
15,0.9679227471351624,0.0839085653424263,0.8841072916984558,0.3594927191734314,0.11589271575212479,0.03207726404070854
16,0.9719261527061462,0.07367157191038132,0.9025220274925232,0.3055074214935303,0.0974779799580574,0.028073862195014954
17,0.9749286770820618,0.0679069235920906,0.9253402948379517,0.2266332060098648,0.07465972751379013,0.025071309879422188
18,0.9778811931610107,0.05830204859375954,0.9351481199264526,0.20940765738487244,0.06485188007354736,0.02211880125105381
19,0.9810338616371155,0.054181650280952454,0.9331465363502502,0.22948195040225983,0.06685348600149155,0.01896612159907818
20,0.9804333448410034,0.05431516095995903,0.9055244326591492,0.30901870131492615,0.09447558224201202,0.019566630944609642
21,0.9826352596282959,0.047318391501903534,0.9345476627349854,0.25115320086479187,0.06545235961675644,0.017364760860800743
22,0.9829855561256409,0.04885328188538551,0.9293434619903564,0.2344871461391449,0.07065652310848236,0.017014462500810623
23,0.9842365980148315,0.042436081916093826,0.9335468411445618,0.23251816630363464,0.06645315885543823,0.01576339825987816
24,0.9855877757072449,0.03979424759745598,0.9423539042472839,0.23272399604320526,0.057646118104457855,0.014412250369787216
25,0.9843366742134094,0.044227853417396545,0.9313451051712036,0.23220805823802948,0.06865492463111877,0.01566331461071968
26,0.9867387413978577,0.03753158822655678,0.9359487295150757,0.24552293121814728,0.06405124068260193,0.013261271640658379
27,0.9861382246017456,0.03969398885965347,0.9369495511054993,0.2301051765680313,0.06305044144392014,0.013861782848834991
28,0.9875394105911255,0.03727966174483299,0.9377502202987671,0.21330441534519196,0.0622497983276844,0.012460591271519661
