epoch,accuracy,loss,val_accuracy,val_loss,val_zero_one_loss,zero_one_loss
0,0.645798921585083,0.6831221580505371,0.6997597813606262,0.5785411596298218,0.3002401888370514,0.354201078414917
1,0.7282690405845642,0.5376805067062378,0.6973578929901123,0.6216779351234436,0.3026421070098877,0.2717309594154358
2,0.7921233177185059,0.4452782869338989,0.8146517276763916,0.4209108054637909,0.1853482723236084,0.20787669718265533
3,0.8446679711341858,0.35587266087532043,0.7944355607032776,0.4761819839477539,0.2055644541978836,0.1553320288658142
4,0.8738427758216858,0.296558678150177,0.8328663110733032,0.389713317155838,0.16713370382785797,0.1261572390794754
5,0.8926087021827698,0.2551697790622711,0.6637309789657593,0.7399981021881104,0.3362690210342407,0.10739128291606903
6,0.9065706133842468,0.22400377690792084,0.892914354801178,0.25803855061531067,0.10708566755056381,0.09342941641807556
7,0.9207326173782349,0.19475384056568146,0.8901121020317078,0.2597663700580597,0.10988791286945343,0.07926737517118454
8,0.9306410551071167,0.17433474957942963,0.8975180387496948,0.26915693283081055,0.10248198360204697,0.0693589523434639
9,0.9372466802597046,0.15592364966869354,0.8394715785980225,0.4693756401538849,0.16052842140197754,0.0627533420920372
10,0.9464544653892517,0.136850506067276,0.9153322577476501,0.25308504700660706,0.08466773480176926,0.0535455122590065
11,0.952759861946106,0.11952947825193405,0.8831064701080322,0.35101351141929626,0.11689351499080658,0.04724015295505524
12,0.9571135640144348,0.10953795909881592,0.9115292429924011,0.27099373936653137,0.08847077935934067,0.04288645461201668
13,0.9626182317733765,0.09676887094974518,0.9177342057228088,0.254449725151062,0.08226580917835236,0.03738177567720413
14,0.9648200869560242,0.09237802773714066,0.8957165479660034,0.32119855284690857,0.10428342968225479,0.035179901868104935
15,0.9697743058204651,0.08373019099235535,0.8979183435440063,0.3333233594894409,0.10208166390657425,0.030225692316889763
16,0.9723264575004578,0.07378590852022171,0.9149319529533386,0.2531359791755676,0.08506805449724197,0.027673522010445595
17,0.9736275672912598,0.07060122489929199,0.922938346862793,0.24560828506946564,0.07706164568662643,0.02637241594493389
18,0.9783816337585449,0.05949113145470619,0.9203362464904785,0.28719139099121094,0.0796637311577797,0.021618375554680824
19,0.980283260345459,0.05311911925673485,0.913130521774292,0.2953170835971832,0.0868694931268692,0.019716760143637657
20,0.9807336330413818,0.05363764986395836,0.9209367632865906,0.2677094638347626,0.07906325161457062,0.01926637627184391
21,0.9823850393295288,0.05056428164243698,0.9221377372741699,0.24826094508171082,0.07786229252815247,0.017614971846342087
22,0.9829354882240295,0.04628095403313637,0.922938346862793,0.2693776488304138,0.07706164568662643,0.017064504325389862
23,0.9842365980148315,0.044279251247644424,0.9261409044265747,0.25170472264289856,0.0738590881228447,0.01576339825987816
24,0.9864384531974792,0.039598580449819565,0.9293434619903564,0.265152245759964,0.07065652310848236,0.013561527244746685
25,0.9872891902923584,0.03667547181248665,0.9251400828361511,0.2865687608718872,0.07485988736152649,0.012710804119706154
26,0.9849872589111328,0.04249745234847069,0.9319455623626709,0.24331501126289368,0.0680544450879097,0.015012760646641254
27,0.9867387413978577,0.03725653141736984,0.929743766784668,0.2542441785335541,0.07025620341300964,0.013261271640658379
28,0.9876394867897034,0.03556310012936592,0.9135308265686035,0.2715222239494324,0.08646917343139648,0.012360506691038609
29,0.9886403679847717,0.033153921365737915,0.9265412092208862,0.2781433165073395,0.07345876842737198,0.011359655298292637
30,0.9888405203819275,0.030411310493946075,0.9187349677085876,0.3180452883243561,0.08126500993967056,0.011159485206007957
31,0.9875394105911255,0.03528270497918129,0.93034428358078,0.24979062378406525,0.06965572386980057,0.012460591271519661
32,0.9914427399635315,0.025978688150644302,0.933346688747406,0.27929794788360596,0.06665332615375519,0.008557274006307125
33,0.9900415539741516,0.02871428057551384,0.9301441311836243,0.24986234307289124,0.06985588371753693,0.009958464652299881
34,0.990892231464386,0.027057163417339325,0.9287430047988892,0.2981226146221161,0.07125700265169144,0.00910774152725935
35,0.9897412657737732,0.028977373614907265,0.9307445883750916,0.25475022196769714,0.06925540417432785,0.010258720256388187
36,0.9892908930778503,0.03019244596362114,0.9335468411445618,0.23207300901412964,0.06645315885543823,0.01070910319685936
37,0.9916428923606873,0.024448608979582787,0.9309447407722473,0.28091105818748474,0.06905524432659149,0.008357103914022446
38,0.9887904524803162,0.03509059175848961,0.9307445883750916,0.2849508821964264,0.06925540417432785,0.011209527961909771
39,0.9922434091567993,0.02207545004785061,0.9359487295150757,0.259075403213501,0.06405124068260193,0.00775659317150712
40,0.9915928244590759,0.023152822628617287,0.9325460195541382,0.25525030493736267,0.06745396554470062,0.008407145738601685
41,0.9917429685592651,0.024050360545516014,0.9267414212226868,0.2745768427848816,0.07325860857963562,0.008257018402218819
42,0.9917429685592651,0.02357209287583828,0.93034428358078,0.3128224313259125,0.06965572386980057,0.008257018402218819
43,0.9927938580513,0.02003948576748371,0.9231384992599487,0.31218647956848145,0.07686148583889008,0.007206125184893608
44,0.9918931126594543,0.02235509268939495,0.9387509822845459,0.23745903372764587,0.06124899908900261,0.008106891065835953
45,0.9926937818527222,0.02092348039150238,0.9277421832084656,0.2562626898288727,0.07225780934095383,0.007306210231035948
46,0.995145857334137,0.015194853767752647,0.940152108669281,0.28739139437675476,0.0598478801548481,0.004854125902056694
47,0.993144154548645,0.02183007448911667,0.9221377372741699,0.3446514904499054,0.07786229252815247,0.0068558272905647755
48,0.9936946630477905,0.01866963878273964,0.9269415736198425,0.2839066982269287,0.07305844873189926,0.006305359769612551
49,0.9933943748474121,0.018376952037215233,0.9347478151321411,0.24121452867984772,0.06525219976902008,0.00660561490803957
