epoch,accuracy,loss,val_accuracy,val_loss,val_zero_one_loss,zero_one_loss
0,0.6513711214065552,0.6679540276527405,0.6706706881523132,0.6358793377876282,0.32932934165000916,0.3486289083957672
1,0.7437950372695923,0.5180732011795044,0.7565565705299377,0.49717289209365845,0.24344344437122345,0.2562049627304077
2,0.8115992546081543,0.4132894277572632,0.5907908082008362,0.8247913122177124,0.4092092216014862,0.18840071558952332
3,0.8547337651252747,0.3355371654033661,0.6284283995628357,0.8422116637229919,0.3715715706348419,0.14526621997356415
4,0.8824559450149536,0.2772403359413147,0.5003002882003784,1.4621604681015015,0.4996997117996216,0.1175440326333046
5,0.8973678946495056,0.24180001020431519,0.8816816806793213,0.2864174544811249,0.11831831932067871,0.10263210535049438
6,0.9147818088531494,0.20836368203163147,0.8514514565467834,0.35209429264068604,0.14854854345321655,0.08521817624568939
7,0.9263911247253418,0.183191180229187,0.7783783674240112,0.6268922090530396,0.22162161767482758,0.0736088901758194
8,0.9330464601516724,0.16628147661685944,0.900500476360321,0.2544387876987457,0.09949950128793716,0.06695356220006943
9,0.9425540566444397,0.1460702270269394,0.9111111164093018,0.2381647825241089,0.08888889104127884,0.0574459582567215
10,0.9506104588508606,0.12573333084583282,0.9105105400085449,0.2521086037158966,0.08948948979377747,0.04938951134681702
11,0.956565260887146,0.11588557064533234,0.8446446657180786,0.4941675662994385,0.15535534918308258,0.0434347465634346
12,0.9622698426246643,0.10276603698730469,0.8594594597816467,0.5093277096748352,0.14054054021835327,0.03773018345236778
13,0.963370680809021,0.09607493132352829,0.9243243336677551,0.22315435111522675,0.07567567378282547,0.03662930428981781
14,0.9689251184463501,0.08235438913106918,0.9091091156005859,0.27253440022468567,0.09089089184999466,0.03107485920190811
15,0.9726781249046326,0.07443096488714218,0.8988988995552063,0.33762601017951965,0.1011011004447937,0.02732185833156109
16,0.975630521774292,0.0673774778842926,0.9323323369026184,0.23205287754535675,0.06766767054796219,0.02436949498951435
17,0.9779824018478394,0.05912231653928757,0.9321321249008179,0.2181822508573532,0.06786786764860153,0.022017614915966988
18,0.9800340533256531,0.055474378168582916,0.9351351261138916,0.20687298476696014,0.0648648664355278,0.019965972751379013
19,0.9821857213973999,0.0487687811255455,0.9321321249008179,0.24346624314785004,0.06786786764860153,0.01781425066292286
20,0.9813851118087769,0.05385253578424454,0.9375375509262085,0.21787837147712708,0.0624624639749527,0.018614891916513443
21,0.9817854166030884,0.04823871701955795,0.942142128944397,0.22256171703338623,0.057857856154441833,0.018214572221040726
22,0.983036458492279,0.04682185873389244,0.9383383393287659,0.21667233109474182,0.06166166067123413,0.016963571310043335
23,0.9824860095977783,0.047751884907484055,0.9383383393287659,0.2402661144733429,0.06166166067123413,0.01751401089131832
24,0.9855384230613708,0.04015776515007019,0.9317317605018616,0.23714734613895416,0.06826826930046082,0.014461569488048553
25,0.9867393970489502,0.03786014765501022,0.9431431293487549,0.24511580169200897,0.05685685575008392,0.013260608538985252
26,0.9877402186393738,0.03779178485274315,0.932532548904419,0.23546172678470612,0.06746746599674225,0.01225980743765831
27,0.9874399304389954,0.03314723074436188,0.9371371269226074,0.2637467682361603,0.06286286562681198,0.012560048140585423
28,0.9872397780418396,0.036857835948467255,0.9223223328590393,0.2828080654144287,0.07767767459154129,0.012760207988321781
29,0.9869896173477173,0.03693156689405441,0.9341341257095337,0.27539047598838806,0.06586586683988571,0.013010408729314804
30,0.9896917343139648,0.030235610902309418,0.9337337613105774,0.26251158118247986,0.066266268491745,0.010308247059583664
31,0.9892414212226868,0.03081495873630047,0.9433433413505554,0.19516298174858093,0.05665665492415428,0.010758606716990471
32,0.989591658115387,0.030004264786839485,0.9351351261138916,0.22379447519779205,0.0648648664355278,0.010408326983451843
33,0.9896917343139648,0.027702761813998222,0.9365365505218506,0.2555481493473053,0.06346346437931061,0.010308247059583664
34,0.9892414212226868,0.031363725662231445,0.9331331253051758,0.29063862562179565,0.06686686724424362,0.010758606716990471
35,0.9924439787864685,0.022840984165668488,0.9453453421592712,0.22208157181739807,0.05465465411543846,0.007556044962257147
36,0.9900420308113098,0.02883659116923809,0.9231231212615967,0.2917587161064148,0.07687687873840332,0.009957966394722462
37,0.9916433095932007,0.024091491475701332,0.9351351261138916,0.2788313329219818,0.0648648664355278,0.008356685750186443
38,0.9914431571960449,0.02527722530066967,0.9333333373069763,0.2538210451602936,0.06666667014360428,0.008556845597922802
39,0.9910928606987,0.024815211072564125,0.9395395517349243,0.22917993366718292,0.06046045944094658,0.00890712533146143
40,0.9911929368972778,0.025615084916353226,0.9489489197731018,0.21397188305854797,0.051051050424575806,0.00880704540759325
41,0.9921436905860901,0.022057170048356056,0.9313313364982605,0.5690555572509766,0.0686686709523201,0.007856285199522972
42,0.9915933012962341,0.022036071866750717,0.9449449181556702,0.21101374924182892,0.055055055767297745,0.008406725712120533
43,0.994345486164093,0.016270378604531288,0.9419419169425964,0.2787070870399475,0.058058056980371475,0.005654523614794016
44,0.9922938346862793,0.02173050493001938,0.9405405521392822,0.2583445608615875,0.05945945903658867,0.007706164848059416
45,0.9923939108848572,0.022631391882896423,0.93113112449646,0.5857475399971008,0.06886886805295944,0.0076060849241912365
46,0.9945456385612488,0.016474219039082527,0.9463463425636292,0.2394791692495346,0.05365365371108055,0.00545436330139637
